consultado,data_quality_limitation,data_quality_score,fontes,frequencia_temporal,modalidades,orgao,orgao_cnpj,periodo_fim,periodo_inicio,qtd_contratacoes,rank,resultado_zero,ticket_medio,ticket_medio_formula,uf,valor_semantica,valor_total
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",9585 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE CURITIBANOS,83754044000134,2026-07-23,2023-07-20,9585,1,False,4313.62,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,41346040.53
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",9074 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE BRUSQUE,83102343000194,2026-07-23,2023-07-20,9074,2,False,7338.81,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,66592364.67
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",9020 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE CANOINHAS,83102384000180,2026-07-23,2023-07-20,9020,3,False,3187.55,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,28751678.27
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",8995 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE CAÇADOR,83074302000131,2026-07-23,2023-07-20,8995,4,False,5042.94,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,45361212.05
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",8807 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE VIDEIRA,83039842000184,2026-07-23,2023-07-20,8807,5,False,6247.63,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,55022904.91
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",8398 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE CAMBORIÚ,83102293000145,2026-07-23,2023-07-20,8398,6,False,7106.62,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,59681400.53
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",7890 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE FRAIBURGO,82947979000174,2026-07-23,2023-07-20,7890,7,False,3599.41,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,28399310.66
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",7275 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE BRAÇO DO NORTE,82926551000145,2026-07-23,2023-07-20,7275,8,False,5013.31,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,36471845.95
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",7257 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE PORTO UNIÃO,83102541000158,2026-07-23,2023-07-20,7257,9,False,16168.12,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,117332060.38
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",6849 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE JARAGUÁ DO SUL,83102459000123,2026-07-23,2023-07-20,6849,10,False,4545.8,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,31134151.48
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",6824 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE LAGES,82777301000190,2026-07-23,2023-07-20,6824,11,False,45248.11,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,308773075.07
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",6657 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE NAVEGANTES,83102855000150,2026-07-23,2023-07-20,6657,12,False,5553.71,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,36971036.26
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",6631 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAÚDE DE LAGES,11840546000177,2026-07-23,2023-07-20,6631,13,False,793459.55,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,5261430265.69
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",6294 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE SANTA CECÍLIA,85997237000141,2026-07-23,2023-07-20,6294,14,False,4159.11,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,26177453.99
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",6290 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE SÃO JOÃO BATISTA,82925652000100,2026-07-23,2023-07-20,6290,15,False,3916.23,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,24633088.49
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",6123 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE SÃO CRISTOVÃO DO SUL,95991261000127,2026-07-23,2023-07-20,6123,16,False,4966.17,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,30407853.79
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",5939 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE SCHROEDER,83102491000109,2026-07-23,2023-07-20,5939,17,False,10141.42,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,60229877.07
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",5909 eventos no período (2023-07-20..2026-07-23),{},Hospital Municipal São José - HMSJ,84703248000109,2026-07-23,2023-07-20,5909,18,False,36500.15,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,215679365.2
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",5820 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE LUZERNA,01613428000172,2026-07-23,2023-07-20,5820,19,False,2492.61,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,14506976.28
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",5685 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE RIO DAS ANTAS,83074294000123,2026-07-23,2023-07-20,5685,20,False,2721.03,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,15469039.35
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",5611 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE PONTE ALTA DO NORTE,95991287000175,2026-07-23,2023-07-20,5611,21,False,2079.96,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,11670661.8
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",5486 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAÚDE DE  HERVAL D'OESTE,17799033000146,2026-07-23,2023-07-20,5486,22,False,2128.62,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,11677624.53
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",5401 eventos no período (2023-07-20..2026-07-23),{},Prefeitura Municipal de Joinville - PMJ,83169623000110,2026-07-23,2023-07-20,5401,23,False,365072.48,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,1971756441.96
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",5362 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE CORREIA PINTO,75438655000145,2026-07-23,2023-07-20,5362,24,False,5811.55,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,31161514.32
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",5360 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE MONTE CARLO,95996104000104,2026-07-23,2023-07-20,5360,25,False,2320.78,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,12439366.58
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",5303 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE IRANI,82939455000131,2026-07-23,2023-07-20,5303,26,False,3064.08,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,16248811.22
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",5241 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE ITAIÓPOLIS,83102517000119,2026-07-23,2023-07-20,5241,27,False,5099.2,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,26724906.39
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",5228 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE MONDAÍ,83028415000109,2026-07-23,2023-07-20,5228,28,False,10465.55,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,54713899.28
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",5176 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAÚDE DE NOVA TRENTO,08858200000191,2026-07-23,2023-07-20,5176,29,False,5806.82,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,30056118.07
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",5067 eventos no período (2023-07-20..2026-07-23),{},MUNÍCIPIO DE ERVAL VELHO,82939422000191,2026-07-23,2023-07-20,5067,30,False,14110.85,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,71499682.09
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4969 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE BARRA VELHA,83102830000157,2026-07-23,2023-07-20,4969,31,False,6589.58,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,32743641.04
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4959 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE IÇARA,82916800000111,2026-07-23,2023-07-20,4959,32,False,4722.72,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,23419961.91
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4687 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE TIMBÓ,83102764000115,2026-07-23,2023-07-20,4687,33,False,4367.65,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,20471154.94
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4558 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE MATOS COSTA,83102566000151,2026-07-23,2023-07-20,4558,34,False,2277.22,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,10379586.65
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4539 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE PORTO BELO,82575812000120,2026-07-23,2023-07-20,4539,35,False,5353.85,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,24301144.18
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4526 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAUDE DE CHAPECO,80636475000108,2026-07-23,2023-07-20,4526,36,False,10681.0,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,48342195.68
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4524 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE PINHEIRO PRETO,82827148000169,2026-07-23,2023-07-20,4524,37,False,3253.37,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,14718263.18
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4494 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAÚDE DE JARAGUÁ DO SUL,14007211000160,2026-07-23,2023-07-20,4494,38,False,148142.95,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,665754425.11
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4476 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE OTACÍLIO COSTA,75326066000175,2026-07-23,2023-07-20,4476,39,False,3032.54,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,13573640.95
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4459 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE LACERDÓPOLIS,82939471000124,2026-07-23,2023-07-20,4459,40,False,2160.73,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,9634675.25
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4452 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE MAJOR VIEIRA,83102392000127,2026-07-23,2023-07-20,4452,41,False,3211.64,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,14298233.24
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4446 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE TROMBUDO CENTRAL,83102731000175,2026-07-23,2023-07-20,4446,42,False,3414.67,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,15181609.38
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4379 eventos no período (2023-07-20..2026-07-23),{},Fundo Municipal de Saúde - FMS,08184821000137,2026-07-23,2023-07-20,4379,43,False,72071.54,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,315601290.44
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4373 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE ARROIO TRINTA,82826462000127,2026-07-23,2023-07-20,4373,44,False,2327.5,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,10178169.13
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4294 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE SANGÃO,95780458000117,2026-07-23,2023-07-20,4294,45,False,3244.95,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,13933827.1
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4277 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAÚDE DE URUBICI,12488175000179,2026-07-23,2023-07-20,4277,46,False,2653.0,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,11346894.36
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4274 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE IBIRAMA,83102418000137,2026-07-23,2023-07-20,4274,47,False,4043.35,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,17281271.47
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4252 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE ÁGUA DOCE,82939398000190,2026-07-23,2023-07-20,4252,48,False,7337.72,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,31199985.78
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4238 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE TANGARÁ,82827999000101,2026-07-23,2023-07-20,4238,49,False,4048.32,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,17156759.81
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4163 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE PASSOS MAIA,95993085000162,2026-07-23,2023-07-20,4163,50,False,3032.06,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,12622450.53
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4139 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAÚDE DE CATANDUVAS,10391817000191,2026-07-23,2023-07-20,4139,51,False,2089.72,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,8649365.67
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4109 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE LAJEADO GRANDE,95993077000116,2026-07-23,2023-07-20,4109,52,False,5835.5,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,23978073.78
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4092 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE SANTA ROSA DO SUL,80989965000198,2026-07-23,2023-07-20,4092,53,False,2865.01,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,11723612.11
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4076 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE VARGEM BONITA,95996187000131,2026-07-23,2023-07-20,4076,54,False,5509.61,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,22457166.32
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4022 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE POUSO REDONDO,83102681000126,2026-07-23,2023-07-20,4022,55,False,18042.37,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,72566396.77
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4013 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE VARGEM ,95995130000118,2026-07-23,2023-07-20,4013,56,False,3355.06,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,13463837.68
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4011 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE DONA EMMA,83102426000183,2026-07-23,2023-07-20,4011,57,False,4904.88,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,19673490.1
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",4004 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE CORDILHEIRA ALTA,95990198000104,2026-07-23,2023-07-20,4004,58,False,3139.38,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,12570070.11
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",3997 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE CALMON,95949806000137,2026-07-23,2023-07-20,3997,59,False,1614.3,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,6452363.15
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",3965 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE URUBICI,82843582000132,2026-07-23,2023-07-20,3965,60,False,5825.66,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,23098751.5
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",3964 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE CAPINZAL,82939406000107,2026-07-23,2023-07-20,3964,61,False,5034.25,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,19955750.05
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",3946 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE BLUMENAU,83108357000115,2026-07-23,2023-07-20,3946,62,False,9433.8,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,37225774.5
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",3934 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE CATANDUVAS,82939414000145,2026-07-23,2023-07-20,3934,63,False,2769.48,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,10895130.97
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",3928 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE ITAPIRANGA,82821208000136,2026-07-23,2023-07-20,3928,64,False,5680.3,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,22312201.58
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",3900 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DA SAUDE DO MUNICÍPIO DE JAGUARUNA,01746653000187,2026-07-23,2023-07-20,3900,65,False,2130.28,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,8308093.86
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",3858 eventos no período (2023-07-20..2026-07-23),{},FUNDAÇÃO HOSPITALAR DR JOSÉ ATHANAZIO,83156455000128,2026-07-23,2023-07-20,3858,66,False,5308.97,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,20481999.36
