claim_id,run_id,profile_hash,cutoff,opportunity_id,recommendation,internal_ranking,confidence,orgao_nome,statement,hard_blockers,missing_information
dec-111,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,111,NÃO_PARTICIPAR,NO_GO,HIGH,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE BOM JESUS DO OESTE,"Oportunidade 111 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE BOM JESUS DO OESTE",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""margem_minima"", ""risco_aceitavel""]"
dec-129,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,129,NÃO_PARTICIPAR,NO_GO,HIGH,MUNICIPIO DE BALNEARIO CAMBORIU,"Oportunidade 129 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MUNICIPIO DE BALNEARIO CAMBORIU",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel""]"
dec-272,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,272,NÃO_PARTICIPAR,NO_GO,HIGH,MUNICIPIO DE ITAIOPOLIS,"Oportunidade 272 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MUNICIPIO DE ITAIOPOLIS",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel""]"
dec-60,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,60,NÃO_PARTICIPAR,NO_GO,HIGH,MUNICIPIO DE ICARA,"Oportunidade 60 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MUNICIPIO DE ICARA",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel""]"
dec-59,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,59,NÃO_PARTICIPAR,NO_GO,HIGH,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO CASAN,"Oportunidade 59 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO CASAN",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""margem_minima"", ""risco_aceitavel"", ""valor_estimado""]"
dec-210,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,210,NÃO_PARTICIPAR,NO_GO,HIGH,MUNICIPIO DE FAXINAL DOS GUEDES,"Oportunidade 210 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MUNICIPIO DE FAXINAL DOS GUEDES",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""margem_minima"", ""risco_aceitavel""]"
dec-206,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,206,NÃO_PARTICIPAR,NO_GO,HIGH,MINISTERIO PUBLICO DO ESTADO DE SANTA CATARINA PROCURADORIA GERAL DE JUSTICA,"Oportunidade 206 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MINISTERIO PUBLICO DO ESTADO DE SANTA CATARINA PROCURADORIA GERAL DE JUSTICA",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""margem_minima"", ""risco_aceitavel""]"
dec-55,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,55,NÃO_PARTICIPAR,NO_GO,HIGH,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,"Oportunidade 55 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""margem_minima"", ""risco_aceitavel"", ""valor_estimado""]"
dec-208,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,208,NÃO_PARTICIPAR,NO_GO,HIGH,MINISTERIO PUBLICO DO ESTADO DE SANTA CATARINA PROCURADORIA GERAL DE JUSTICA,"Oportunidade 208 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MINISTERIO PUBLICO DO ESTADO DE SANTA CATARINA PROCURADORIA GERAL DE JUSTICA",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""margem_minima"", ""risco_aceitavel""]"
dec-103,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,103,NÃO_PARTICIPAR,NO_GO,HIGH,MUNICIPIO DE CANOINHAS,"Oportunidade 103 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MUNICIPIO DE CANOINHAS",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel""]"
dec-15,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,15,NÃO_PARTICIPAR,NO_GO,HIGH,MUNICIPIO DE JOINVILLE,"Oportunidade 15 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MUNICIPIO DE JOINVILLE",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""margem_minima"", ""risco_aceitavel""]"
dec-183,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,183,NÃO_PARTICIPAR,NO_GO,HIGH,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,"Oportunidade 183 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel"", ""valor_estimado""]"
dec-209,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,209,NÃO_PARTICIPAR,NO_GO,HIGH,FUNDO ESTADUAL DE SAUDE,"Oportunidade 209 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=FUNDO ESTADUAL DE SAUDE",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel"", ""valor_estimado""]"
dec-211,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,211,NÃO_PARTICIPAR,NO_GO,HIGH,FUNDO ESTADUAL DE SAUDE,"Oportunidade 211 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=FUNDO ESTADUAL DE SAUDE",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel"", ""valor_estimado""]"
dec-52,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,52,NÃO_PARTICIPAR,NO_GO,HIGH,MUNICIPIO DE BRACO DO NORTE,"Oportunidade 52 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MUNICIPIO DE BRACO DO NORTE",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""margem_minima"", ""risco_aceitavel""]"
dec-98,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,98,NÃO_PARTICIPAR,NO_GO,HIGH,CONSORCIO INTERMUNICIPAL SERRA CATARINENSE,"Oportunidade 98 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=CONSORCIO INTERMUNICIPAL SERRA CATARINENSE",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""margem_minima"", ""risco_aceitavel""]"
dec-196,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,196,NÃO_PARTICIPAR,NO_GO,HIGH,MUNICIPIO DE SALTO VELOSO,"Oportunidade 196 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MUNICIPIO DE SALTO VELOSO",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel""]"
dec-118,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,118,NÃO_PARTICIPAR,NO_GO,HIGH,MUNICIPIO DE CHAPECO,"Oportunidade 118 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MUNICIPIO DE CHAPECO",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""margem_minima"", ""risco_aceitavel""]"
dec-14,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,14,NÃO_PARTICIPAR,NO_GO,HIGH,MUNICIPIO DE GUARAMIRIM,"Oportunidade 14 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MUNICIPIO DE GUARAMIRIM",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel""]"
dec-197,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,197,NÃO_PARTICIPAR,NO_GO,HIGH,FUNDO ESTADUAL DE SAUDE,"Oportunidade 197 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=FUNDO ESTADUAL DE SAUDE",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel"", ""valor_estimado""]"
dec-173,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,173,NÃO_PARTICIPAR,NO_GO,HIGH,MUNICIPIO DE PERITIBA,"Oportunidade 173 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MUNICIPIO DE PERITIBA",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""margem_minima"", ""risco_aceitavel""]"
dec-90,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,90,NÃO_PARTICIPAR,NO_GO,HIGH,CAMARA MUNICIPAL DE VEREADORES DE ITA,"Oportunidade 90 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=CAMARA MUNICIPAL DE VEREADORES DE ITA",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""margem_minima"", ""risco_aceitavel""]"
dec-8,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,8,NÃO_PARTICIPAR,NO_GO,HIGH,SECRETARIA DE ESTADO DA ADMINISTRACAO,"Oportunidade 8 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=SECRETARIA DE ESTADO DA ADMINISTRACAO",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel""]"
dec-88,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,88,NÃO_PARTICIPAR,NO_GO,HIGH,MUNICIPIO DE CAPINZAL,"Oportunidade 88 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MUNICIPIO DE CAPINZAL",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel""]"
dec-13,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,13,NÃO_PARTICIPAR,NO_GO,HIGH,CONSELHO REGIONAL DE MEDICINA DO EST DE SANTA CATARINA,"Oportunidade 13 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=CONSELHO REGIONAL DE MEDICINA DO EST DE SANTA CATARINA",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""margem_minima"", ""risco_aceitavel""]"
dec-114,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,114,NÃO_PARTICIPAR,NO_GO,HIGH,FUNDO MUNICIPAL DE SAUDE,"Oportunidade 114 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=FUNDO MUNICIPAL DE SAUDE",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel""]"
dec-176,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,176,NÃO_PARTICIPAR,NO_GO,HIGH,COMANDO DA MARINHA,"Oportunidade 176 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=COMANDO DA MARINHA",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""margem_minima"", ""risco_aceitavel""]"
dec-199,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,199,NÃO_PARTICIPAR,NO_GO,HIGH,COMANDO DO EXERCITO,"Oportunidade 199 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=COMANDO DO EXERCITO",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""margem_minima"", ""risco_aceitavel""]"
dec-146,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,146,NÃO_PARTICIPAR,NO_GO,HIGH,MUNICIPIO DE CONCORDIA,"Oportunidade 146 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MUNICIPIO DE CONCORDIA",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel""]"
dec-127,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,127,NÃO_PARTICIPAR,NO_GO,HIGH,MUNICIPIO DE CAMBORIU,"Oportunidade 127 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MUNICIPIO DE CAMBORIU",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel""]"
dec-190,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,190,NÃO_PARTICIPAR,NO_GO,HIGH,FUNDO PENITENCIARIO DO ESTADO DE SANTA CATARINA FUPESC,"Oportunidade 190 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=FUNDO PENITENCIARIO DO ESTADO DE SANTA CATARINA FUPESC",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel"", ""valor_estimado""]"
dec-142,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,142,NÃO_PARTICIPAR,NO_GO,HIGH,MUNICIPIO DE RIO DO SUL,"Oportunidade 142 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MUNICIPIO DE RIO DO SUL",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""margem_minima"", ""risco_aceitavel""]"
dec-42,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,42,NÃO_PARTICIPAR,NO_GO,HIGH,MUNICIPIO DE MONDAI,"Oportunidade 42 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MUNICIPIO DE MONDAI",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel""]"
dec-150,decision-20260719T221130Z-fb0c4820ba,db621d0de72e523f9a821430dfdd5326c7498b5646a13481e6cc7657fb488aa1,2026-07-19,150,NÃO_PARTICIPAR,NO_GO,HIGH,MUNICIPIO DE PALHOCA,"Oportunidade 150 → NÃO_PARTICIPAR (score=35, conf=HIGH) órgão=MUNICIPIO DE PALHOCA",[],"[""apetite_consorcios"", ""capacidade_garantia"", ""capacidade_simultanea"", ""capital_giro"", ""cats_atestados"", ""certidoes"", ""client_object_fit"", ""contratos_atuais"", ""equipamentos"", ""equipe"", ""link_edital"", ""margem_minima"", ""risco_aceitavel""]"
